Date,Time,Bucket Empty,Model,Serial No.,Volume Emptied (pts),Run (Guest AH),Run (Out Temp),AH (In) - AH (Out) [G],Temp (In) [G],Temp (Out) [G],Temp (Epan) [G],Temp (Guest) [G],Temp (Front) [G],AH (Guest) [G],AH (Front) [G],AH (EPan) [G],Temp (WxStn) [G],AH (WxStn) [G],AH (In) - AH (Out) [O],Temp (In)  [O],Temp (Out)  [O],Temp (Epan)  [O],Temp (Guest)  [O],Temp (Front)  [O],AH (Guest)  [O],AH (Front) [O],AH (EPan) [O],Temp (WxStn) [O],AH (WxStn) [O]
8/15/2020,20:16:00,2020-08-15 20:16:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2020,21:53:00,2020-08-18 21:53:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2020,9:26:00,2020-08-21 09:26:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2020,18:05:00,2020-08-22 18:05:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2020,23:06:00,2020-08-27 23:06:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2020,14:45:00,2020-08-29 14:45:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2020,10:43:00,2020-08-30 10:43:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2020,10:48:00,2020-09-01 10:48:00,FAD704DWD,unknown,16.4,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2020,14:30:00,2020-09-04 14:30:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2020,7:58:00,2020-09-05 07:58:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2020,8:56:00,2020-09-06 08:56:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2020,11:09:00,2020-09-07 11:09:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2020,13:37:00,2020-09-08 13:37:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2020,10:45:00,2020-09-09 10:45:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2020,12:55:00,2020-09-10 12:55:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2020,19:41:00,2020-09-11 19:41:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2020,13:50:00,2020-09-12 13:50:00,FFAD5001U1,KN93800554,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2020,22:57:00,2020-09-12 22:57:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2020,21:32:00,2020-09-13 21:32:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2020,17:24:00,2020-09-15 17:24:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2020,13:15:00,2020-09-16 13:15:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2020,10:30:00,2020-09-17 10:30:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2020,,,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2020,19:47:00,2020-09-20 19:47:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2020,18:31:00,2020-09-22 18:31:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2020,17:07:00,2020-09-24 17:07:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2020,13:20:00,2020-09-25 13:20:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2020,11:12:00,2020-09-27 11:12:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/28/2020,1:08:00,2020-09-28 01:08:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2020,8:54:00,2020-09-30 08:54:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2020,12:03:00,2020-10-05 12:03:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2020,10:00:00,2020-10-10 10:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020,17:00:00,2020-10-11 17:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2020,17:30:00,2020-10-13 17:30:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2020,20:27:00,2020-10-15 20:27:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2020,15:30:00,2020-10-18 15:30:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2020,22:16:00,2020-10-21 22:16:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2020,,,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2020,11:07:00,2020-10-28 11:07:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2020,19:31:00,2020-10-30 19:31:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2020,13:03:00,2020-11-01 13:03:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2020,14:50:00,2020-11-03 14:50:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2020,14:50:00,2020-11-07 14:50:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2020,2:13:00,2020-11-11 02:13:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2020,19:18:00,2020-11-12 19:18:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2020,22:24:00,2020-11-13 22:24:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2020,9:42:00,2020-11-16 09:42:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2020,12:46:00,2020-11-20 12:46:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2020,21:00:00,2020-11-22 21:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2020,18:00:00,2020-11-25 18:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2020,22:00:00,2020-11-27 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2021,,,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2021,12:00:00,2021-05-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/7/2021,12:00:00,2021-05-07 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2021,12:00:00,2021-05-15 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/19/2021,12:00:00,2021-05-19 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2021,12:00:00,2021-05-21 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/23/2021,12:00:00,2021-05-23 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/24/2021,12:00:00,2021-05-24 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2021,12:00:00,2021-05-26 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2021,12:00:00,2021-05-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2021,12:00:00,2021-05-30 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2021,12:00:00,2021-06-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2021,12:00:00,2021-06-04 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2021,12:00:00,2021-06-08 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2021,12:00:00,2021-06-11 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2021,12:00:00,2021-06-12 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2021,12:00:00,2021-06-13 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2021,12:00:00,2021-06-14 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2021,12:00:00,2021-06-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2021,12:00:00,2021-06-17 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2021,12:00:00,2021-06-19 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2021,12:00:00,2021-06-20 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2021,12:00:00,2021-06-22 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2021,12:00:00,2021-06-24 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2021,12:00:00,2021-06-29 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2021,12:00:00,2021-06-30 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2021,12:00:00,2021-07-02 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2021,12:00:00,2021-07-07 12:00:00,FFAD5001U1,KN93800554,23.68,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2021,12:00:00,2021-07-08 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2021,12:00:00,2021-07-09 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2021,12:00:00,2021-07-10 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2021,12:00:00,2021-07-11 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2021,12:00:00,2021-07-13 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2021,12:00:00,2021-07-15 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2021,12:00:00,2021-07-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2021,12:00:00,2021-07-17 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2021,12:00:00,2021-07-18 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2021,12:00:00,2021-07-18 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2021,12:00:00,2021-07-21 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2021,12:00:00,2021-07-21 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/23/2021,12:00:00,2021-07-23 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2021,12:00:00,2021-07-24 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/24/2021,12:00:00,2021-07-24 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2021,12:00:00,2021-07-25 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2021,12:00:00,2021-07-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2021,12:00:00,2021-07-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2021,12:00:00,2021-07-28 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2021,12:00:00,2021-07-28 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/29/2021,12:00:00,2021-07-29 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2021,12:00:00,2021-08-02 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2021,12:00:00,2021-08-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021,12:00:00,2021-08-04 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2021,12:00:00,2021-08-04 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2021,12:00:00,2021-08-05 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021,12:00:00,2021-08-06 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2021,12:00:00,2021-08-06 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2021,12:00:00,2021-08-07 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2021,12:00:00,2021-08-08 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2021,12:00:00,2021-08-10 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2021,12:00:00,2021-08-11 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2021,12:00:00,2021-08-12 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2021,12:00:00,2021-08-14 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2021,12:00:00,2021-08-15 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2021,12:00:00,2021-08-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2021,12:00:00,2021-08-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2021,12:00:00,2021-08-17 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2021,12:00:00,2021-08-17 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2021,12:00:00,2021-08-21 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2021,12:00:00,2021-08-22 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2021,12:00:00,2021-08-23 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2021,12:00:00,2021-08-24 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2021,12:00:00,2021-08-24 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2021,12:00:00,2021-08-25 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2021,12:00:00,2021-08-26 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2021,12:00:00,2021-08-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2021,12:00:00,2021-08-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2021,12:00:00,2021-08-28 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2021,12:00:00,2021-08-30 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2021,12:00:00,2021-08-30 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2021,12:00:00,2021-08-31 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2021,12:00:00,2021-09-01 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2021,12:00:00,2021-09-01 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2021,12:00:00,2021-09-02 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2021,12:00:00,2021-09-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2021,12:00:00,2021-09-04 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2021,12:00:00,2021-09-05 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2021,12:00:00,2021-09-05 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2021,12:00:00,2021-09-06 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2021,12:00:00,2021-09-07 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2021,12:00:00,2021-09-07 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2021,12:00:00,2021-09-08 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2021,12:00:00,2021-09-09 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2021,12:00:00,2021-09-09 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2021,12:00:00,2021-09-10 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2021,12:00:00,2021-09-11 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2021,12:00:00,2021-09-12 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2021,12:00:00,2021-09-13 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2021,12:00:00,2021-09-14 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2021,12:00:00,2021-09-15 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2021,12:00:00,2021-09-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2021,12:00:00,2021-09-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2021,12:00:00,2021-09-17 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2021,12:00:00,2021-09-18 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2021,12:00:00,2021-09-19 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2021,12:00:00,2021-09-19 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2021,12:00:00,2021-09-20 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2021,12:00:00,2021-09-20 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2021,12:00:00,2021-09-21 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2021,12:00:00,2021-09-21 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2021,12:00:00,2021-09-22 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2021,12:00:00,2021-09-23 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2021,12:00:00,2021-09-25 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/27/2021,12:00:00,2021-09-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2021,12:00:00,2021-09-29 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2021,12:00:00,2021-09-30 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2021,12:00:00,2021-10-01 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2021,12:00:00,2021-10-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2021,12:00:00,2021-10-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2021,12:00:00,2021-10-04 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2021,12:00:00,2021-10-06 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2021,12:00:00,2021-10-07 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2021,12:00:00,2021-10-08 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2021,12:00:00,2021-10-09 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2021,12:00:00,2021-10-11 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2021,12:00:00,2021-10-12 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2021,12:00:00,2021-10-13 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2021,12:00:00,2021-10-14 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2021,12:00:00,2021-10-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2021,12:00:00,2021-10-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2021,12:00:00,2021-10-18 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2021,12:00:00,2021-10-23 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2021,12:00:00,2021-10-29 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2021,12:00:00,2021-11-02 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2021,12:00:00,2021-11-28 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/20/2022,12:00:00,2022-05-20 12:00:00,FFAD5001U1,KN93800554,59.2,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2022,12:00:00,2022-05-21 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2022,12:00:00,2022-05-22 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2022,12:00:00,2022-05-25 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/26/2022,12:00:00,2022-05-26 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2022,12:00:00,2022-05-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2022,12:00:00,2022-05-28 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2022,12:00:00,2022-05-28 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2022,12:00:00,2022-05-31 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2022,12:00:00,2022-06-01 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2022,12:00:00,2022-06-01 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2022,12:00:00,2022-06-02 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2022,12:00:00,2022-06-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2022,12:00:00,2022-06-03 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
