Date,Time,Bucket Empty,Model,Serial No.,Volume Emptied (pts),Run (Guest AH),Run (Out Temp),AH (In) - AH (Out) [G],Temp (In) [G],Temp (Out) [G],Temp (Epan) [G],Temp (Guest) [G],Temp (Front) [G],AH (Guest) [G],AH (Front) [G],AH (EPan) [G],Temp (WxStn) [G],AH (WxStn) [G],AH (In) - AH (Out) [O],Temp (In)  [O],Temp (Out)  [O],Temp (Epan)  [O],Temp (Guest)  [O],Temp (Front)  [O],AH (Guest)  [O],AH (Front) [O],AH (EPan) [O],Temp (WxStn) [O],AH (WxStn) [O]
6/4/2022,12:00:00,2022-06-04 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2022,12:00:00,2022-06-05 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2022,12:00:00,2022-06-06 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2022,12:00:00,2022-06-07 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2022,12:00:00,2022-06-08 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2022,12:00:00,2022-06-09 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2022,12:00:00,2022-06-09 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2022,12:00:00,2022-06-10 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2022,12:00:00,2022-06-11 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2022,12:00:00,2022-06-12 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2022,12:00:00,2022-06-13 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2022,12:00:00,2022-06-13 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/14/2022,12:00:00,2022-06-14 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/15/2022,12:00:00,2022-06-15 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2022,12:00:00,2022-06-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2022,12:00:00,2022-06-16 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2022,11:00:00,2022-06-17 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2022,9:00:00,2022-06-18 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2022,9:00:00,2022-06-19 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/21/2022,,,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2022,,,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2022,8:00:00,2022-06-23 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2022,11:00:00,2022-06-23 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2022,11:00:00,2022-06-24 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2022,12:00:00,2022-06-25 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2022,23:00:00,2022-06-25 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2022,23:00:00,2022-06-26 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2022,12:00:00,2022-06-27 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2022,23:00:00,2022-06-27 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2022,23:00:00,2022-06-28 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2022,23:00:00,2022-06-29 23:00:00,FFAD5001U1,KN93800554,23.68,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2022,9:00:00,2022-06-30 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2022,6:00:00,2022-07-01 06:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2022,8:00:00,2022-07-01 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2022,23:00:00,2022-07-02 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2022,15:00:00,2022-07-03 15:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2022,9:00:00,2022-07-04 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2022,11:00:00,2022-07-04 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2022,9:00:00,2022-07-05 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2022,23:00:00,2022-07-05 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2022,7:00:00,2022-07-06 07:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2022,22:00:00,2022-07-06 22:00:00,FFAD5001U1,KN93800554,23.68,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2022,9:00:00,2022-07-07 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2022,23:00:00,2022-07-07 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2022,9:00:00,2022-07-08 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2022,22:00:00,2022-07-08 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2022,10:00:00,2022-07-09 10:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
7/30/2022,16:00:00,2022-07-30 16:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2022,10:00:00,2022-08-06 10:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2022,8:00:00,2022-08-10 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2022,11:00:00,2022-08-24 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2022,21:00:00,2022-08-25 21:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2022,10:00:00,2022-08-26 10:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2022,8:00:00,2022-08-27 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2022,11:00:00,2022-08-27 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2022,8:00:00,2022-08-28 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2022,7:00:00,2022-08-29 07:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2022,22:00:00,2022-08-29 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2022,20:00:00,2022-08-30 20:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2022,7:00:00,2022-08-31 07:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2022,23:00:00,2022-08-31 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2022,10:00:00,2022-09-01 10:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2022,9:00:00,2022-09-02 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2022,8:00:00,2022-09-03 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2022,8:00:00,2022-09-04 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2022,9:00:00,2022-09-05 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2022,7:00:00,2022-09-06 07:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2022,22:00:00,2022-09-06 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2022,6:30:00,2022-09-07 06:30:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2022,20:00:00,2022-09-07 20:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2022,14:00:00,2022-09-08 14:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2022,23:00:00,2022-09-09 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2022,8:00:00,2022-09-11 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2022,19:00:00,2022-09-11 19:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2022,8:00:00,2022-09-12 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2022,23:00:00,2022-09-12 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2022,12:00:00,2022-09-13 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2022,23:00:00,2022-09-14 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2022,23:00:00,2022-09-15 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2022,22:00:00,2022-09-16 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2022,23:00:00,2022-09-17 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2022,22:00:00,2022-09-18 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2022,7:00:00,2022-09-20 07:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/20/2022,22:00:00,2022-09-20 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/21/2022,23:00:00,2022-09-21 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2022,13:00:00,2022-09-22 13:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2022,22:00:00,2022-09-23 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2022,15:00:00,2022-09-24 15:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2022,11:00:00,2022-09-30 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2022,20:00:00,2022-10-02 20:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2022,22:30:00,2022-10-04 22:30:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/5/2022,23:00:00,2022-10-05 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2022,18:00:00,2022-10-06 18:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2022,6:00:00,2022-10-09 06:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2022,8:00:00,2022-10-13 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2022,10:00:00,2022-10-14 10:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022,21:00:00,2022-10-15 21:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022,23:00:00,2022-10-17 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022,23:00:00,2022-10-18 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2022,7:00:00,2022-10-24 07:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2022,9:00:00,2022-10-28 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2022,11:00:00,2022-10-30 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2022,9:00:00,2022-11-03 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2022,7:00:00,2022-11-04 07:00:00,FFAD5001U1,KN93800554,23.68,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2022,12:00:00,2022-11-10 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2022,12:00:00,2022-11-11 12:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2022,23:00:00,2022-11-12 23:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2022,9:00:00,2022-11-14 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2022,7:00:00,2022-11-18 07:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2023,8:00:00,2023-05-06 08:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2023,4:00:00,2023-05-08 04:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/13/2023,3:00:00,2023-05-13 03:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/14/2023,21:00:00,2023-05-14 21:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/15/2023,18:00:00,2023-05-15 18:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/17/2023,21:00:00,2023-05-17 21:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2023,11:00:00,2023-05-21 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/25/2023,9:00:00,2023-05-25 09:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2023,11:00:00,2023-05-27 11:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2023,20:00:00,2023-05-29 20:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2023,22:00:00,2023-05-30 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2023,20:00:00,2023-06-02 20:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2023,14:00:00,2023-06-03 14:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/8/2023,21:00:00,2023-06-08 21:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2023,22:00:00,2023-06-09 22:00:00,FFAD5001U1,KN93800554,11.84,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2023,22:00:00,2023-06-13 22:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2023,22:00:00,2023-06-16 22:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2023,23:30:00,2023-06-18 23:30:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
6/22/2023,19:00:00,2023-06-22 19:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2023,10:00:00,2023-06-27 10:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
6/28/2023,13:00:00,2023-06-28 13:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
6/29/2023,21:00:00,2023-06-29 21:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/1/2023,10:00:00,2023-07-01 10:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2023,10:00:00,2023-07-02 10:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2023,14:00:00,2023-07-03 14:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2023,12:00:00,2023-07-04 12:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2023,11:00:00,2023-07-05 11:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/6/2023,10:00:00,2023-07-06 10:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2023,21:00:00,2023-07-07 21:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2023,20:00:00,2023-07-08 20:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2023,11:00:00,2023-07-10 11:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2023,9:00:00,2023-07-11 09:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/13/2023,20:00:00,2023-07-13 20:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/14/2023,22:00:00,2023-07-14 22:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/15/2023,14:00:00,2023-07-15 14:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/16/2023,10:00:00,2023-07-16 10:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/17/2023,22:00:00,2023-07-17 22:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2023,22:00:00,2023-07-18 22:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/20/2023,12:00:00,2023-07-20 12:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/21/2023,8:00:00,2023-07-21 08:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/27/2023,13:00:00,2023-07-27 13:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/28/2023,7:00:00,2023-07-28 07:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
7/31/2023,11:00:00,2023-07-31 11:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2023,7:00:00,2023-08-01 07:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2023,23:00:00,2023-08-01 23:00:00,FFAD5033W1,kn242001570,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2023,18:00:00,2023-08-04 18:00:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2023,9:00:00,2023-08-05 09:00:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2023,17:00:00,2023-08-07 17:00:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2023,8:00:00,2023-08-08 08:00:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2023,9:00:00,2023-08-09 09:00:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2023,20:00:00,2023-08-10 20:00:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/11/2023,23:30:00,2023-08-11 23:30:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/12/2023,23:30:00,2023-08-12 23:30:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2023,8:00:00,2023-08-14 08:00:00,FFAD5033W1,kn242001576,18.0,,,,,,,,,,,,,,,,,,,,,,,,
