Start Date,End Date,Start Time,End Time,hours,kWh T,kWh D,kWh/day,pt,pt/hr,pt/day,pt/kWh,kWh/pt,L/kWh,Setting RH,Actual RH,Notes
06/03/22,,,,,86.5,5.2,,16.4,,,3.15,,1.492,,,
06/04/22,,,,,92.1,5.6,,16.4,,,2.93,,1.385,,,
06/05/22,,,,,98,5.9,,16.4,,,2.78,,1.315,,,
06/03/22,,,,,103.8,5.8,,16.4,,,2.83,,1.337,,,
06/07/22,,,,,109.6,5.8,,16.4,,,2.83,,1.337,,,
06/08/22,,,,,114.9,5.3,,16.4,,,3.09,,1.464,,,
06/09/22,,,,,119.9,5,,16.4,,,3.28,,1.551,,,
06/09/22,,,,,124.9,5,,16.4,,,3.28,,1.551,,,
06/10/22,,,,,,5.55,,16.4,,,2.95,,1.398,,,
06/11/22,,,,,136,5.55,,16.4,,,2.95,,1.398,,,
06/12/22,,,,,141.2,5.2,,16.4,,,3.15,,1.492,,,
06/13/22,,,,,146.3,5.1,,16.4,,,3.22,,1.521,,,
06/13/22,,,,,150.9,4.6,,16.4,,,3.57,,1.686,,,
06/14/22,,,,,155.5,4.6,,16.4,,,3.57,,1.686,,,
06/15/22,,,,,160,4.5,,16.4,,,3.64,,1.724,,,
06/16/22,,,,,164.6,4.6,,16.4,,,3.57,,1.686,,,
06/16/22,,,,,168.8,4.2,,16.4,,,3.90,,1.847,,,
06/17/22,,11,,,173.3,4.5,,16.4,,,3.64,,1.724,,,
06/18/22,,9,,,178.2,4.9,,16.4,,,3.35,,1.583,,,
06/19/22,,9,,,182.4,4.2,,16.4,,,3.90,,1.847,,,
06/21/22,,,,,189.2,6.8,,16.4,,,2.41,,1.141,,,
06/22/22,,,,,194,4.8,,16.4,,,3.42,,1.616,,,
06/23/22,,8,,,199,5,,16.4,,,3.28,,1.551,,,
06/23/22,,11,,,203.7,4.7,,16.4,,,3.49,,1.650,,,
06/24/22,,11,,,208.7,5,,16.4,,,3.28,,1.551,,,
06/25/22,,12,,,213.4,4.7,,16.4,,,3.49,,1.650,,,
06/25/22,,23,,,217.9,4.5,,16.4,,,3.64,,1.724,,,
06/26/22,,23,,,,4.45,,16.4,,,3.69,,1.743,,,
06/27/22,,12,,,226.8,8.9,,16.4,,,1.84,,0.872,,,
06/27/22,,23,,,231,4.2,,16.4,,,3.90,,1.847,,,
06/28/22,,23,,,,4.9,,16.4,,,3.35,,1.583,,,
06/29/22,,23,,,240.8,240.8,,16.4,,,0.07,,0.032,,,
06/30/22,,9,,,245.3,4.5,,16.4,,,3.64,,1.724,,,
07/01/22,,6,,,250.2,4.9,,16.4,,,3.35,,1.583,,,
07/01/22,,8,,,,4.5,,16.4,,,3.64,,1.724,,,
07/02/22,,23,,,259.2,4.5,,16.4,,,3.64,,1.724,,,
07/03/22,,15,,,263.4,4.2,,16.4,,,3.90,,1.847,,,
07/04/22,,9,,,267.5,4.1,,16.4,,,4.00,,1.892,,,
07/04/22,,11,,,271.8,4.3,,16.4,,,3.81,,1.804,,,
07/05/22,,9,,,276.2,4.4,,16.4,,,3.73,,1.763,,,
07/05/22,,23,,,280.5,4.3,,16.4,,,3.81,,1.804,,,
07/06/22,,7,,,,,,16.4,,,,,,,,
07/06/22,,22,,,289,8.5,,16.4,,,1.93,,0.913,,,
07/07/22,,9,,,293.4,4.4,,16.4,,,3.73,,1.763,,,
07/07/22,,11,,,297.8,4.4,,16.4,,,3.73,,1.763,,,
07/08/22,,9,,,302.1,4.3,,16.4,,,3.81,,1.804,,,
07/08/22,,22,,,306.5,4.4,,16.4,,,3.73,,1.763,,,
07/09/22,,10,,,310.8,4.3,,16.4,,,3.81,,1.804,,,
07/30/22,,16,,,503,9.152380952,,16.4,,,1.79,,0.848,,,
08/06/22,,10,,,597,13.42857143,,16.4,,,1.22,,0.578,,,
08/10/22,,8,,,,,,16.4,,,,,,,,
08/24/22,,11,,,726,7.166666667,,16.4,,,2.29,,1.082,,,
08/25/22,,21,,,730.8,4.8,,16.4,,,3.42,,1.616,,,
08/26/22,,10,,,735.1,4.3,,16.4,,,3.81,,1.804,,,
08/27/22,,8,,,739.7,4.6,,16.4,,,3.57,,1.686,,,
08/27/22,,11,,,744,4.3,,16.4,,,3.81,,1.804,,,
08/28/22,,8,,,748.2,4.2,,16.4,,,3.90,,1.847,,,
08/29/22,,7,,,752.7,4.5,,16.4,,,3.64,,1.724,,,
08/29/22,,22,,,757,4.3,,16.4,,,3.81,,1.804,,,
08/30/22,,20,,,761.2,4.2,,16.4,,,3.90,,1.847,,,
08/31/22,,7,,,765.4,4.2,,16.4,,,3.90,,1.847,,,
08/31/22,,23,,,769.7,4.3,,16.4,,,3.81,,1.804,,,
09/01/22,,10,,,774.3,4.6,,16.4,,,3.57,,1.686,,,
09/02/22,,9,,,779,4.7,,16.4,,,3.49,,1.650,,,
09/03/22,,8,,,783.5,4.5,,16.4,,,3.64,,1.724,,,
09/04/22,,8,,,787.8,4.3,,16.4,,,3.81,,1.804,,,
09/05/22,,9,,,792.3,4.5,,16.4,,,3.64,,1.724,,,
09/06/22,,7,,,796.7,4.4,,16.4,,,3.73,,1.763,,,Moved to util room ???
09/06/22,,22,,,801,4.3,,16.4,,,3.81,,1.804,,,
09/07/22,,6.5,,,805.3,4.3,,16.4,,,3.81,,1.804,,,
09/07/22,,20,,,809.6,4.3,,16.4,,,3.81,,1.804,,,fan low = 70w
09/08/22,,14,,,814,4.4,,16.4,,,3.73,,1.763,,,+= 40
09/09/22,,23,,,818.8,4.8,,16.4,,,3.42,,1.616,,,Dag 107; ping pong room auto drain
09/11/22,,8,,,823.6,4.8,,16.4,,,3.42,,1.616,,,
09/11/22,,19,,,827.8,4.2,,16.4,,,3.90,,1.847,,,
09/12/22,,8,,,832.4,4.6,,16.4,,,3.57,,1.686,,,
09/12/22,,23,,,836.6,4.2,,16.4,,,3.90,,1.847,,,
09/13/22,,12,,,841.1,4.5,,16.4,,,3.64,,1.724,,,
09/14/22,,23,,,845.6,4.5,,16.4,,,3.64,,1.724,,,
09/15/22,,23,,,850.5,4.9,,16.4,,,3.35,,1.583,,,
09/16/22,,22,,,855.7,5.2,,16.4,,,3.15,,1.492,,,
09/17/22,,23,,,860.9,5.2,,16.4,,,3.15,,1.492,,,
09/18/22,,22,,,866,5.1,,16.4,,,3.22,,1.521,,,
09/20/22,,7,,,870.7,4.7,,16.4,,,3.49,,1.650,,,
09/20/22,,22,,,875.2,4.5,,16.4,,,3.64,,1.724,,,
09/21/22,,23,,,880.4,5.2,,16.4,,,3.15,,1.492,,,
09/22/22,,13,,,885,4.6,,16.4,,,3.57,,1.686,,,
09/23/22,,22,,,890.4,5.4,,16.4,,,3.04,,1.437,,,
09/24/22,,15,,,897.7,7.3,,16.4,,,2.25,,1.063,,,
09/30/22,,11,,,904.2,6.5,,16.4,,,2.52,,1.193,,,
10/02/22,,20,,,912,7.8,,16.4,,,2.10,,0.995,,,
10/04/22,,22.5,,,919.3,7.3,,16.4,,,2.25,,1.063,,,
10/05/22,,23,,,927.5,8.2,,16.4,,,2.00,,0.946,,,
10/06/22,,18,,,935.4,7.9,,16.4,,,2.08,,0.982,,,
10/09/22,,6,,,942.9,7.5,,16.4,,,2.19,,1.034,,,
10/13/22,,8,,,952.3,9.4,,16.4,,,1.74,,0.825,,,
10/14/22,,10,,,959.9,7.6,,16.4,,,2.16,,1.021,,,
10/15/22,,21,,,967.2,7.3,,16.4,,,2.25,,1.063,,,
10/17/22,,23,,,975,7.8,,16.4,,,2.10,,0.995,,,
10/18/22,,23,,,983.1,8.1,,16.4,,,2.02,,0.958,,,
10/24/22,,7,,,993,9.9,,16.4,,,1.66,,0.784,,,
10/28/22,,9,,,1000,7,,16.4,,,2.34,,1.108,,,
10/30/22,,11,,,1009,9,,16.4,,,1.82,,0.862,,,
11/03/22,,9,,,,,,16.4,,,,,,,,
11/04/22,,7,,,15.4,15.4,,16.4,,,1.06,,0.504,,,
11/10/22,,,,,23.3,7.9,,16.4,,,2.08,,0.982,,,
11/11/22,,,,,31,7.7,,16.4,,,2.13,,1.007,,,
11/12/22,,23,,,37.3,6.3,,16.4,,,2.60,,1.231,,,
11/14/22,,9,,,44.7,7.4,,16.4,,,2.22,,1.048,,,
11/18/22,,7,,,55.5,10.8,,16.4,,,1.52,,0.718,,,
05/06/23,,8,,,73,73,,16.4,,,0.22,,0.106,,,
05/08/23,,4,,,80.9,7.9,,16.4,,,2.08,,0.982,,,
05/13/23,,3,,,87.3,6.4,,16.4,,,2.56,,1.212,,,
05/14/23,,21,,,93.2,5.9,,16.4,,,2.78,,1.315,,,
05/15/23,,18,,,100.1,6.9,,16.4,,,2.38,,1.124,,,
05/17/23,,21,,,107.6,7.5,,16.4,,,2.19,,1.034,,,
05/21/23,,11,,,115.7,8.1,,16.4,,,2.02,,0.958,,,
05/25/23,,9,,,122.7,7,,16.4,,,2.34,,1.108,,,
05/27/23,,11,,,130.5,7.8,,16.4,,,2.10,,0.995,,,
05/29/23,,20,,,139.1,8.6,,16.4,,,1.91,,0.902,,,
05/30/23,,22,,,144.5,5.4,,16.4,,,3.04,,1.437,,,
06/02/23,,20,,,151,6.5,,16.4,,,2.52,,1.193,,,
06/03/23,,14,,,156.5,5.5,,16.4,,,2.98,,1.410,,,
06/08/23,,21,,,162.1,5.6,,16.4,,,2.93,,1.385,,,
06/09/23,,22,,,168.8,6.7,,16.4,,,2.45,,1.158,,,? 
06/13/23,,22,,,181.3,12.5,,16.4,,,1.31,,0.621,,,"New Dehum; Fan 83,69,63; WFFAD5033WIO; SN: KN24201570; Fan low 50% 12h; bucket tal 1327g"
06/16/23,,22,,,199.2,17.9,,16.4,,,0.92,,0.433,,,
06/18/23,,23.5,,,206.9,7.7,,16.4,,,2.13,,1.007,,,
06/22/23,,19,,,225.2,18.3,,16.4,,,0.90,,0.424,,,
06/27/23,,10,,,236.2,11,,16.4,,,1.49,,0.705,,,
06/28/23,,13,,,242.8,6.6,,16.4,,,2.48,,1.175,,,
06/29/23,,21,,,250.7,7.9,,16.4,,,2.08,,0.982,,,
07/01/23,,10,,,260.2,9.5,,16.4,,,1.73,,0.817,,,
07/02/23,,10,,,268.5,8.3,,16.4,,,1.98,,0.935,,,
07/03/23,,14,,,277.3,8.8,,16.4,,,1.86,,0.881,,,
07/04/23,,12,,,284.6,7.3,,16.4,,,2.25,,1.063,,,
07/05/23,,11,,,291.9,7.3,,16.4,,,2.25,,1.063,,,
07/06/23,,10,,,299.3,7.4,,16.4,,,2.22,,1.048,,,
07/07/23,,21,,,307.9,8.6,,16.4,,,1.91,,0.902,,,
07/08/23,,20,,,315.8,7.9,,16.4,,,2.08,,0.982,,,
07/10/23,,11,,,324.3,8.5,,16.4,,,1.93,,0.913,,,
07/11/23,,9,,,332.4,8.1,,16.4,,,2.02,,0.958,,,
07/13/23,,20,,,340.2,7.8,,16.4,,,2.10,,0.995,,,
